0;97443.45892746777
1;97550.13895354739
2;93741.37068225333
3;97480.29081008484
4;101753.28593299244
5;101903.02796419155
6;87990.9326996187
7;95085.97255018953
8;95884.4475591377
9;93888.0824480702
10;88525.82865683993
11;99925.6540677114
12;94194.05407283302
13;96441.86981786319
14;97910.94755732485
15;90524.49130565146
16;95455.93452885553
17;98901.78003907732
18;96169.74422315478
19;99954.04387214653
20;100105.43006349438
21;100665.93910175137
22;95912.58857283778
23;100545.96303479312
24;88868.5524662796
25;96691.32012246357
26;99475.98449496085
27;90077.9892298373
28;98268.17658594222
29;93273.57923001787
30;102165.34194159556
31;97112.59810804781
32;93526.12091695717
33;93809.71467991476
34;96145.28389502331
35;102159.47019385194
36;98203.1311171566
37;96261.28434555556
38;97554.62533355
39;92692.44031449978
40;93471.52633465113
41;101115.06331361228
42;95450.97479913199
43;94604.1946049397
44;90659.2562656361
45;95599.2365050866
46;104059.47572802177
47;101208.71873913947
48;94184.52859585336
49;97981.0519955587
50;97222.03457015236
51;95151.2130488347
52;99005.28973167873
53;91535.83837385637
54;89795.65919973698
55;98111.72926177128
56;101656.2023866268
57;92248.99526045592
58;98372.05036497262
59;86113.85420617275
60;92745.36519324327
61;100711.54126072905
62;93871.75371933672
63;93463.75068407459
64;91981.27662196195
65;94909.36817268039
66;90830.20634198634
67;92493.76319383185
68;96937.35152369297
69;92925.74254213604
70;97201.01675445157
71;99726.54143334582
72;92031.9206789886
73;94585.10805269427
74;101064.54249023047
75;91803.44442490097
76;98044.12070800934
77;94011.50176075858
78;98549.04280940135
79;93311.56075253947
80;101729.64185748347
81;94226.19822967998
82;94831.42234356771
83;90714.78765550021
84;99143.22821509841
85;96367.62636519618
86;98242.95384096229
87;93143.24612575238
88;96101.35737353288
89;94944.30159441831
90;100854.82799049762
91;98859.23981895942
92;97910.08004677847
93;95399.0093738958
94;95664.47339644449
95;97212.69640784107
96;93794.50561875917
97;98302.02989607093
98;95987.8669722454
99;96251.35755989555
100;96491.43388474028
101;92453.87320454996
102;100453.67670789873
103;99006.66810750747
104;97271.89809771077
105;109806.41490449558
106;102830.90716020983
107;95080.0765650928
108;98057.33214646553
109;93663.81291201874
110;100403.44780981568
111;99633.55709983975
112;100322.64055795927
113;98586.75915494785
114;100264.69059219373
115;97048.63535094084
116;97205.62726323622
117;98380.47428731629
118;99235.21069069036
119;100487.87119371274
120;95127.42208027425
121;96293.46231297361
122;100981.28253234178
123;98178.60809011676
124;100000.41603844122
125;98852.98456230396
126;93036.61365509816
127;91705.42964753117
128;95995.6198233053
129;93624.00022788065
130;96671.50339050572
131;101717.25490642976
132;95412.4082269973
133;97761.32443281267
134;100663.91485995738
135;96199.00471468348
136;95010.34059324302
137;93183.57536471276
138;98666.68271624552
139;95389.74874099706
140;97587.04640489322
141;90804.01622171617
142;94229.90706481028
143;102596.31893598575
144;95577.32584847868
145;99397.25961334167
146;98781.58386280628
147;102061.79415167183
148;94016.32560886253
149;95451.04088424287
150;104536.49836067297
151;101651.28102818952
152;94140.09359925627
153;94277.58792720643
154;95082.90861229235
155;102447.40828361922
156;100455.56770114631
157;98969.51602519673
158;99665.3359981461
159;100194.87720082985
160;97723.2089648475
161;103170.46901816712
162;93741.12389764494
163;90264.4675365677
164;98730.770543742
165;99442.92465741164
166;101273.4700750048
167;98738.02512333584
168;93153.30803752634
169;92180.79964654631
170;100230.945933429
171;98960.0434892405
172;95601.87318292848
173;97876.30835415293
174;104719.57083633885
175;101554.5696763389
176;98213.38237264646
177;89506.23582468453
178;91068.96682074346
179;98882.9067340942
180;95413.43843290987
181;102360.48599231635
182;98793.97755954636
183;94183.3867244566
184;100407.20495244366
185;103688.0508710123
186;97446.38932128626
187;93280.35354170552
188;89805.81770250789
189;97363.8896632142
190;93562.23174324728
191;94156.97378382285
192;85147.02384050253
193;96423.09635646053
194;90451.58987726865
195;94225.7396588852
196;98873.48194553009
197;98242.62021260805
198;97945.46063535285
199;102144.7370533359
200;94355.4052702527
201;101484.1535103741
202;96432.41692207693
203;93207.85693262458
204;91538.36818949334
205;93226.67535012512
206;97183.19669696568
207;92765.97849570251
208;97020.04168489884
209;90620.7487943071
210;98238.63728300009
211;95330.22248307704
212;97732.02086258079
213;92866.20543739073
214;90657.24921209738
215;93090.67256195565
216;95592.71111312152
217;95689.175294434
218;91081.38365739316
219;102350.10033062057
220;95162.54415208417
